Domain	Phylum	Class	Order	Family	Genus	Species	Oral Taxon ID	Domain_Taxon_Count	Phylum_Taxon_Count	Class_Taxon_Count	Order_Taxon_Count	Family_Taxon_Count	Genus_Taxon_Count	Species_Taxon_Count	Domain_Seq_Count	Phylum_Seq_Count	Class_Seq_Count	Order_Seq_Count	Family_Seq_Count	Genus_Seq_Count	Species_Seq_Count	Domain_Clone_Count	Phylum_Clone_Count	Class_Clone_Count	Order_Clone_Count	Family_Clone_Count	Genus_Clone_Count	Species_Clone_Count
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae [XI]	Mogibacterium	vescum	8	788	266	92	92	26	5	1	1567	588	61	61	16	3	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae [XI]	Peptostreptococcaceae [XI][G-1]	bacterium HMT 383	383	788	266	92	92	26	3	1	1567	588	61	61	16	3	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae [XI]	Peptostreptococcaceae [XI][G-1]	[Eubacterium] infirmum	105	788	266	92	92	26	3	1	1567	588	61	61	16	3	2	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae [XI]	Peptostreptococcaceae [XI][G-1]	[Eubacterium] sulci	467	788	266	92	92	26	3	1	1567	588	61	61	16	3	1	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae [XI]	Peptostreptococcaceae [XI][G-2]	bacterium HMT 091	91	788	266	92	92	26	1	1	1567	588	61	61	16	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae [XI]	Peptostreptococcaceae [XI][G-3]	bacterium HMT 495	495	788	266	92	92	26	2	1	1567	588	61	61	16	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae [XI]	Peptostreptococcaceae [XI][G-3]	bacterium HMT 950	950	788	266	92	92	26	2	1	1567	588	61	61	16	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae [XI]	Peptostreptococcaceae [XI][G-4]	bacterium HMT 103	103	788	266	92	92	26	2	1	1567	588	61	61	16	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae [XI]	Peptostreptococcaceae [XI][G-4]	bacterium HMT 369	369	788	266	92	92	26	2	1	1567	588	61	61	16	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae [XI]	Peptostreptococcaceae [XI][G-5]	bacterium HMT 493	493	788	266	92	92	26	2	1	1567	588	61	61	16	1	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae [XI]	Peptostreptococcaceae [XI][G-5]	[Eubacterium] saphenum	759	788	266	92	92	26	2	1	1567	588	61	61	16	1	1	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae [XI]	Peptostreptococcaceae [XI][G-6]	[Eubacterium] minutum	673	788	266	92	92	26	2	1	1567	588	61	61	16	2	1	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae [XI]	Peptostreptococcaceae [XI][G-6]	[Eubacterium] nodatum	694	788	266	92	92	26	2	1	1567	588	61	61	16	2	1	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae [XI]	Peptostreptococcaceae [XI][G-7]	bacterium HMT 081	81	788	266	92	92	26	4	1	1567	588	61	61	16	1	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae [XI]	Peptostreptococcaceae [XI][G-7]	bacterium HMT 922	922	788	266	92	92	26	4	1	1567	588	61	61	16	1	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae [XI]	Peptostreptococcaceae [XI][G-7]	[Eubacterium] yurii subsp. schtitka	106	788	266	92	92	26	4	1	1567	588	61	61	16	1	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae [XI]	Peptostreptococcaceae [XI][G-7]	[Eubacterium] yurii subsps. yurii & margaretiae	377	788	266	92	92	26	4	1	1567	588	61	61	16	1	1	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae [XI]	Peptostreptococcaceae [XI][G-8]	bacterium HMT 382	382	788	266	92	92	26	1	1	1567	588	61	61	16	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae [XI]	Peptostreptococcaceae [XI][G-9]	[Eubacterium] brachy	557	788	266	92	92	26	1	1	1567	588	61	61	16	1	1	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae [XI]	Peptostreptococcus	anaerobius	542	788	266	92	92	26	2	1	1567	588	61	61	16	4	3	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae [XI]	Peptostreptococcus	stomatis	112	788	266	92	92	26	2	1	1567	588	61	61	16	4	1	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Fastidiosipila	sanguinis	935	788	266	92	92	5	1	1	1567	588	61	61	1	1	1	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae [G-1]	bacterium HMT 075	75	788	266	92	92	5	1	1	1567	588	61	61	1	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae [G-2]	bacterium HMT 085	85	788	266	92	92	5	1	1	1567	588	61	61	1	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae [G-3]	bacterium HMT 366	366	788	266	92	92	5	2	1	1567	588	61	61	1	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae [G-3]	bacterium HMT 381	381	788	266	92	92	5	2	1	1567	588	61	61	1	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae [VIII]	Syntrophomonadaceae [VIII][G-1]	bacterium HMT 435	435	788	266	92	92	1	1	1	1567	588	61	61	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	extructa	603	788	266	6	6	6	1	1	1567	588	8	8	8	2	2	0	0	0	0	0	0	0
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Eggerthia	catenaformis	569	788	266	6	6	6	1	1	1567	588	8	8	8	2	2	0	0	0	0	0	0	0
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	tonsillarum	484	788	266	6	6	6	1	1	1567	588	8	8	8	1	1	0	0	0	0	0	0	0
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae [G-1]	bacterium HMT 904	904	788	266	6	6	6	2	1	1567	588	8	8	8	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae [G-1]	bacterium HMT 905	905	788	266	6	6	6	2	1	1567	588	8	8	8	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	moorei	678	788	266	6	6	6	1	1	1567	588	8	8	8	3	3	0	0	0	0	0	0	0
Bacteria	Firmicutes	Mollicutes	Mollicutes [O-1]	Mollicutes [F-1]	Mollicutes [G-1]	bacterium HMT 504	504	788	266	11	1	1	1	1	1567	588	17	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Mollicutes	Mollicutes [O-2]	Mollicutes [F-2]	Mollicutes [G-2]	bacterium HMT 906	906	788	266	11	1	1	1	1	1567	588	17	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	buccale	561	788	266	11	9	9	9	1	1567	588	17	17	17	17	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	faucium	606	788	266	11	9	9	9	1	1567	588	17	17	17	17	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	fermentans	607	788	266	11	9	9	9	1	1567	588	17	17	17	17	3	0	0	0	0	0	0	0
Bacteria	Firmicutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	genitalium	616	788	266	11	9	9	9	1	1567	588	17	17	17	17	6	0	0	0	0	0	0	0
Bacteria	Firmicutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	hominis	632	788	266	11	9	9	9	1	1567	588	17	17	17	17	2	0	0	0	0	0	0	0
Bacteria	Firmicutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	lipophilum	656	788	266	11	9	9	9	1	1567	588	17	17	17	17	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	orale	704	788	266	11	9	9	9	1	1567	588	17	17	17	17	1	0	0	0	0	0	0	0
Bacteria	Firmicutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	pneumoniae	732	788	266	11	9	9	9	1	1567	588	17	17	17	17	4	0	0	0	0	0	0	0
Bacteria	Firmicutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	salivarium	754	788	266	11	9	9	9	1	1567	588	17	17	17	17	1	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Centipeda	periodontii	726	788	266	53	29	29	1	1	1567	588	37	19	19	1	1	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	multacida	684	788	266	53	29	29	3	1	1567	588	37	19	19	2	1	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	sp. HMT 131	131	788	266	53	29	29	3	1	1567	588	37	19	19	2	1	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	sp. HMT 521	521	788	266	53	29	29	3	1	1567	588	37	19	19	2	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	artemidis	124	788	266	53	29	29	25	1	1567	588	37	19	19	16	2	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	dianae	139	788	266	53	29	29	25	1	1567	588	37	19	19	16	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	flueggei	125	788	266	53	29	29	25	1	1567	588	37	19	19	16	1	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	infelix	639	788	266	53	29	29	25	1	1567	588	37	19	19	16	1	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	noxia	130	788	266	53	29	29	25	1	1567	588	37	19	19	16	2	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp. HMT 126	126	788	266	53	29	29	25	1	1567	588	37	19	19	16	1	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp. HMT 133	133	788	266	53	29	29	25	1	1567	588	37	19	19	16	1	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp. HMT 134	134	788	266	53	29	29	25	1	1567	588	37	19	19	16	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp. HMT 136	136	788	266	53	29	29	25	1	1567	588	37	19	19	16	1	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp. HMT 137	137	788	266	53	29	29	25	1	1567	588	37	19	19	16	1	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp. HMT 138	138	788	266	53	29	29	25	1	1567	588	37	19	19	16	1	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp. HMT 146	146	788	266	53	29	29	25	1	1567	588	37	19	19	16	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp. HMT 149	149	788	266	53	29	29	25	1	1567	588	37	19	19	16	1	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp. HMT 388	388	788	266	53	29	29	25	1	1567	588	37	19	19	16	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp. HMT 442	442	788	266	53	29	29	25	1	1567	588	37	19	19	16	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp. HMT 478	478	788	266	53	29	29	25	1	1567	588	37	19	19	16	1	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp. HMT 479	479	788	266	53	29	29	25	1	1567	588	37	19	19	16	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp. HMT 481	481	788	266	53	29	29	25	1	1567	588	37	19	19	16	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp. HMT 501	501	788	266	53	29	29	25	1	1567	588	37	19	19	16	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp. HMT 892	892	788	266	53	29	29	25	1	1567	588	37	19	19	16	1	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp. HMT 919	919	788	266	53	29	29	25	1	1567	588	37	19	19	16	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp. HMT 920	920	788	266	53	29	29	25	1	1567	588	37	19	19	16	1	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp. HMT 936	936	788	266	53	29	29	25	1	1567	588	37	19	19	16	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp. HMT 937	937	788	266	53	29	29	25	1	1567	588	37	19	19	16	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sputigena	151	788	266	53	29	29	25	1	1567	588	37	19	19	16	1	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Anaeroglobus	geminatus	121	788	266	53	24	24	1	1	1567	588	37	18	18	1	1	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	invisus	118	788	266	53	24	24	4	1	1567	588	37	18	18	3	1	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	micraerophilus	843	788	266	53	24	24	4	1	1567	588	37	18	18	3	1	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	pneumosintes	736	788	266	53	24	24	4	1	1567	588	37	18	18	3	1	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	sp. HMT 119	119	788	266	53	24	24	4	1	1567	588	37	18	18	3	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	micronuciformis	122	788	266	53	24	24	3	1	1567	588	37	18	18	1	1	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	sp. HMT 123	123	788	266	53	24	24	3	1	1567	588	37	18	18	1	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	sp. HMT 841	841	788	266	53	24	24	3	1	1567	588	37	18	18	1	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	atypica	524	788	266	53	24	24	7	1	1567	588	37	18	18	13	3	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	denticariosi	887	788	266	53	24	24	7	1	1567	588	37	18	18	13	1	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	dispar	160	788	266	53	24	24	7	1	1567	588	37	18	18	13	2	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	parvula	161	788	266	53	24	24	7	1	1567	588	37	18	18	13	5	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	rogosae	158	788	266	53	24	24	7	1	1567	588	37	18	18	13	1	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	sp. HMT 780	780	788	266	53	24	24	7	1	1567	588	37	18	18	13	1	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	sp. HMT 917	917	788	266	53	24	24	7	1	1567	588	37	18	18	13	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonellaceae [G-1]	bacterium HMT 129	129	788	266	53	24	24	9	1	1567	588	37	18	18	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonellaceae [G-1]	bacterium HMT 132	132	788	266	53	24	24	9	1	1567	588	37	18	18	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonellaceae [G-1]	bacterium HMT 135	135	788	266	53	24	24	9	1	1567	588	37	18	18	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonellaceae [G-1]	bacterium HMT 145	145	788	266	53	24	24	9	1	1567	588	37	18	18	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonellaceae [G-1]	bacterium HMT 148	148	788	266	53	24	24	9	1	1567	588	37	18	18	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonellaceae [G-1]	bacterium HMT 150	150	788	266	53	24	24	9	1	1567	588	37	18	18	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonellaceae [G-1]	bacterium HMT 155	155	788	266	53	24	24	9	1	1567	588	37	18	18	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonellaceae [G-1]	bacterium HMT 483	483	788	266	53	24	24	9	1	1567	588	37	18	18	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonellaceae [G-1]	bacterium HMT 918	918	788	266	53	24	24	9	1	1567	588	37	18	18	0	0	0	0	0	0	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	gonidiaformans	860	788	37	37	37	14	14	1	1567	61	61	61	44	44	2	0	0	0	0	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	hwasookii	953	788	37	37	37	14	14	1	1567	61	61	61	44	44	4	0	0	0	0	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	naviforme	689	788	37	37	37	14	14	1	1567	61	61	61	44	44	0	0	0	0	0	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	necrophorum	690	788	37	37	37	14	14	1	1567	61	61	61	44	44	5	0	0	0	0	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	nucleatum subsp. animalis	420	788	37	37	37	14	14	1	1567	61	61	61	44	44	10	0	0	0	0	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	nucleatum subsp. nucleatum	698	788	37	37	37	14	14	1	1567	61	61	61	44	44	4	0	0	0	0	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	nucleatum subsp. polymorphum	202	788	37	37	37	14	14	1	1567	61	61	61	44	44	7	0	0	0	0	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	nucleatum subsp. vincentii	200	788	37	37	37	14	14	1	1567	61	61	61	44	44	5	0	0	0	0	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	periodonticum	201	788	37	37	37	14	14	1	1567	61	61	61	44	44	4	0	0	0	0	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	sp. HMT 203	203	788	37	37	37	14	14	1	1567	61	61	61	44	44	2	0	0	0	0	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	sp. HMT 204	204	788	37	37	37	14	14	1	1567	61	61	61	44	44	0	0	0	0	0	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	sp. HMT 205	205	788	37	37	37	14	14	1	1567	61	61	61	44	44	0	0	0	0	0	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	sp. HMT 248	248	788	37	37	37	14	14	1	1567	61	61	61	44	44	0	0	0	0	0	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	sp. HMT 370	370	788	37	37	37	14	14	1	1567	61	61	61	44	44	1	0	0	0	0	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	buccalis	563	788	37	37	37	23	21	1	1567	61	61	61	17	15	2	0	0	0	0	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	goodfellowii	845	788	37	37	37	23	21	1	1567	61	61	61	17	15	2	0	0	0	0	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	hofstadii	224	788	37	37	37	23	21	1	1567	61	61	61	17	15	2	0	0	0	0	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	hongkongensis	213	788	37	37	37	23	21	1	1567	61	61	61	17	15	0	0	0	0	0	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	shahii	214	788	37	37	37	23	21	1	1567	61	61	61	17	15	1	0	0	0	0	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	sp. HMT 212	212	788	37	37	37	23	21	1	1567	61	61	61	17	15	1	0	0	0	0	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	sp. HMT 215	215	788	37	37	37	23	21	1	1567	61	61	61	17	15	1	0	0	0	0	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	sp. HMT 217	217	788	37	37	37	23	21	1	1567	61	61	61	17	15	0	0	0	0	0	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	sp. HMT 218	218	788	37	37	37	23	21	1	1567	61	61	61	17	15	0	0	0	0	0	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	sp. HMT 219	219	788	37	37	37	23	21	1	1567	61	61	61	17	15	0	0	0	0	0	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	sp. HMT 221	221	788	37	37	37	23	21	1	1567	61	61	61	17	15	0	0	0	0	0	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	sp. HMT 223	223	788	37	37	37	23	21	1	1567	61	61	61	17	15	0	0	0	0	0	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	sp. HMT 225	225	788	37	37	37	23	21	1	1567	61	61	61	17	15	1	0	0	0	0	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	sp. HMT 392	392	788	37	37	37	23	21	1	1567	61	61	61	17	15	0	0	0	0	0	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	sp. HMT 417	417	788	37	37	37	23	21	1	1567	61	61	61	17	15	0	0	0	0	0	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	sp. HMT 463	463	788	37	37	37	23	21	1	1567	61	61	61	17	15	0	0	0	0	0	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	sp. HMT 498	498	788	37	37	37	23	21	1	1567	61	61	61	17	15	1	0	0	0	0	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	sp. HMT 847	847	788	37	37	37	23	21	1	1567	61	61	61	17	15	1	0	0	0	0	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	sp. HMT 879	879	788	37	37	37	23	21	1	1567	61	61	61	17	15	1	0	0	0	0	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	sp. HMT 909	909	788	37	37	37	23	21	1	1567	61	61	61	17	15	0	0	0	0	0	0	0	0
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	wadei	222	788	37	37	37	23	21	1	1567	61	61	61	17	15	2	0	0	0	0	0	0	0
